subject,trial,slotchoice,reward,ExpectedValue,RPE
4016,1,1,1,0.000000,1.000000
4016,2,1,1,0.206279,0.793721
4016,3,1,1,0.370007,0.629993
4016,4,1,0,0.499961,-0.499961
4016,5,2,-1,0.000000,-1.000000
4016,6,3,0,0.000000,0.000000
4016,7,1,1,0.396830,0.603170
4016,8,1,0,0.521251,-0.521251
4016,9,1,1,0.413728,0.586272
4016,10,1,1,0.534663,0.465337
4016,11,3,0,0.000000,0.000000
4016,12,3,0,0.000000,0.000000
4016,13,3,1,0.000000,1.000000
4016,14,1,1,0.630652,0.369348
4016,15,3,0,0.206279,-0.206279
4016,16,3,1,0.163728,0.836272
4016,17,1,1,0.706841,0.293159
4016,18,1,0,0.767314,-0.767314
4016,19,1,1,0.609033,0.390967
4016,20,1,0,0.689681,-0.689681
4016,21,3,1,0.336233,0.663767
4016,22,1,1,0.547415,0.452585
4016,23,1,0,0.640773,-0.640773
4016,24,3,-1,0.473154,-1.473154
4016,25,3,0,0.169274,-0.169274
4016,26,3,0,0.134356,-0.134356
4016,27,3,0,0.106641,-0.106641
4016,28,1,1,0.508595,0.491405
4016,29,3,0,0.084643,-0.084643
4016,30,3,0,0.067183,-0.067183
4016,31,1,1,0.609962,0.390038
4016,32,3,1,0.053325,0.946675
4016,33,3,-1,0.248604,-1.248604
4016,34,3,0,-0.008957,0.008957
4016,35,1,1,0.690418,0.309582
4016,36,1,1,0.754279,0.245721
4016,37,1,1,0.804966,0.195034
4016,38,3,0,-0.007109,0.007109
4016,39,1,1,0.845197,0.154803
4016,40,1,1,0.877130,0.122870
4016,41,3,0,-0.005643,0.005643
4016,42,1,1,0.902475,0.097525
4016,43,3,0,-0.004479,0.004479
4016,44,3,0,-0.003555,0.003555
4016,45,1,1,0.922593,0.077407
4016,46,1,1,0.938560,0.061440
4016,47,1,1,0.951234,0.048766
4016,48,3,0,-0.002822,0.002822
4016,49,3,0,-0.002240,0.002240
4016,50,3,0,-0.001778,0.001778
4016,51,1,1,0.961293,0.038707
4016,52,3,0,-0.001411,0.001411
4016,53,1,1,0.969278,0.030722
4016,54,1,1,0.975615,0.024385
4016,55,3,0,-0.001120,0.001120
4016,56,1,0,0.980645,-0.980645
4016,57,1,1,0.778359,0.221641
4016,58,1,1,0.824079,0.175921
4016,59,3,0,-0.000889,0.000889
4016,60,3,0,-0.000705,0.000705
4016,61,3,0,-0.000560,0.000560
4016,62,1,1,0.860368,0.139632
4016,63,3,0,-0.000444,0.000444
4016,64,3,0,-0.000353,0.000353
4016,65,3,1,-0.000280,1.000280
4016,66,3,0,0.206057,-0.206057
4016,67,3,0,0.163551,-0.163551
4016,68,3,0,0.129814,-0.129814
4016,69,3,0,0.103036,-0.103036
4016,70,3,0,0.081782,-0.081782
4016,71,3,0,0.064912,-0.064912
4016,72,1,1,0.889171,0.110829
4016,73,3,0,0.051522,-0.051522
4016,74,1,0,0.912032,-0.912032
4016,75,3,-1,0.040894,-1.040894
4016,76,1,1,0.723899,0.276101
4016,77,1,1,0.780853,0.219147
4016,78,1,0,0.826059,-0.826059
4016,79,3,0,-0.173820,0.173820
4016,80,1,0,0.655660,-0.655660
4016,81,1,1,0.520411,0.479589
4016,82,3,0,-0.137965,0.137965
4016,83,3,0,-0.109506,0.109506
4016,84,3,0,-0.086917,0.086917
4016,85,1,1,0.619340,0.380660
4016,86,1,1,0.697862,0.302138
4016,87,3,0,-0.068988,0.068988
4016,88,1,1,0.760187,0.239813
4016,89,3,0,-0.054757,0.054757
4016,90,1,1,0.809655,0.190345
4016,91,3,0,-0.043462,0.043462
4016,92,3,0,-0.034497,0.034497
4016,93,1,1,0.848919,0.151081
4016,94,1,1,0.880084,0.119916
4016,95,1,0,0.904820,-0.904820
4016,96,1,1,0.718175,0.281825
4016,97,3,-1,-0.027381,-0.972619
4016,98,1,1,0.776310,0.223690
4016,99,1,1,0.822452,0.177548
4016,100,3,-1,-0.228011,-0.771989
